Shipment_ID,Date,Country,Port_of_Loading,Commodity,Quantity_Tons,Export_Value_USD,Shipping_Cost_USD,Transport_Mode,Delivery_Days,Trade_Term_INCOTERM,Container_Type,Carrier
SHP3372,2013-02-02,China,Cochin,Pharma,88.48214610071213,165043.26002153556,2410.4064059833963,Air,20.0,DAP,FCL,CMA CGM
SHP3373,2019-08-05,USA,Cochin,Machinery,176.64835892273493,32544.32567089971,8932.489155743286,Road,6.0,CIF,Open Top,FedEx
SHP3374,2008-06-02,UK,Mumbai,Electronics,192.3763100551471,68170.94888429611,7206.640720275079,Sea,3.0,EXW,FCL,MSC
SHP3375,2014-05-14,Germany,Kolkata,Food Products,179.13526566731693,104557.06032203502,4621.637936025303,Sea,22.0,CIF,Open Top,FedEx
SHP3376,2016-11-10,Australia,Kolkata,Electronics,145.23971469013603,46835.864896570645,12915.152356616238,Road,8.0,DDP,Reefer,FedEx
SHP3377,2014-07-27,Brazil,Kolkata,Textiles,119.07358305313524,116695.03025588946,19028.047465327072,Air,22.0,CIF,LCL,Hapag-Lloyd
SHP3378,2012-03-03,UK,Cochin,Pharma,139.4060189158612,116581.62558609404,4300.84677628182,Sea,22.0,DDP,FCL,DHL
SHP3379,2011-07-27,Brazil,Mumbai,Food Products,188.12629804287437,,14293.458629989318,Road,29.0,EXW,Reefer,FedEx
SHP3380,2006-12-02,South Africa,Chennai,Food Products,,159536.9862873204,14899.14160728351,Air,,DDP,Open Top,Maersk
SHP3381,2020-10-03,UAE,Cochin,Machinery,,127065.6089034764,10062.786225232076,Sea,34.0,CIF,FCL,FedEx
SHP3382,2017-10-31,Germany,Cochin,Chemicals,139.47356370507956,64916.58035134095,17973.833252791228,Sea,12.0,DDP,FCL,MSC
SHP3383,2007-03-09,Japan,Mumbai,Pharma,137.45316525823355,47972.58712711781,19334.523308083837,Road,20.0,DAP,Reefer,FedEx
SHP3384,2020-12-23,Germany,Nhava Sheva,Textiles,54.19439711748311,175992.52748922972,7372.479750666219,Air,43.0,DDP,Open Top,Maersk
SHP3385,2019-06-04,China,Cochin,Automobiles,119.4126478410016,167476.96455448124,13090.459300463112,Sea,14.0,DDP,Reefer,Maersk
SHP3386,2019-03-14,China,Nhava Sheva,Electronics,160.2030627719305,47492.61362139421,13311.809834422222,Road,12.0,FOB,Open Top,MSC
SHP3387,2021-06-23,China,Nhava Sheva,Machinery,97.64040110979757,9049.834850268737,8191.98341979959,Sea,26.0,DAP,Reefer,Maersk
SHP3388,2018-09-28,South Africa,Kolkata,Food Products,159.6931249562533,,,Air,,EXW,Reefer,CMA CGM
SHP3389,2006-06-16,UK,Mumbai,Automobiles,75.17710656213818,123870.69394247854,18688.135124910707,Sea,,DDP,Reefer,CMA CGM
SHP3390,2017-06-21,Japan,Nhava Sheva,Textiles,188.058224796933,21974.641554585018,,Air,27.0,DAP,Reefer,DHL
SHP3391,2012-01-31,Japan,Mumbai,Pharma,109.11604589732472,,2466.398406295974,Sea,10.0,EXW,Open Top,CMA CGM
SHP3392,2008-01-22,China,Kolkata,Electronics,121.2098504045598,91532.17170161546,2573.7046173807626,Sea,16.0,DAP,LCL,MSC
SHP3393,2019-02-02,Brazil,Mumbai,Machinery,11.11550591689474,155360.96483979092,18466.346823285967,Road,33.0,FOB,Reefer,FedEx
SHP3394,2016-06-01,South Africa,Cochin,Food Products,38.20248174007588,,1811.913347533104,Sea,26.0,EXW,Open Top,CMA CGM
SHP3395,2010-05-28,China,Nhava Sheva,Food Products,128.4221066918537,91725.03537239524,,Air,18.0,EXW,LCL,DHL
SHP3396,2018-11-16,UAE,Mumbai,Automobiles,86.87472249754289,32936.33462187952,4689.813289499352,Road,22.0,DDP,FCL,Hapag-Lloyd
SHP3397,2009-07-01,UK,Chennai,Automobiles,104.09193913934408,191590.39110654764,896.6697862840496,Air,40.0,CIF,FCL,Hapag-Lloyd
SHP3398,2019-02-18,Australia,Mumbai,Electronics,17.279424703071584,156190.1550711825,,Air,17.0,EXW,Reefer,MSC
SHP3399,2020-12-08,UAE,Nhava Sheva,Pharma,167.65637149002492,147871.04044727652,7595.737652855329,Road,16.0,EXW,FCL,DHL
SHP3400,2012-03-13,Brazil,Kolkata,Textiles,157.97859244776237,138660.91967411878,1736.2513434494206,Air,14.0,FOB,Reefer,CMA CGM
SHP3401,2022-08-22,Germany,Kolkata,Chemicals,41.14402526576066,85820.61560834358,12013.45615868239,Sea,36.0,FOB,Reefer,DHL
SHP3402,2009-07-11,Germany,Nhava Sheva,Pharma,128.69422466518898,184809.91830922264,158766.4810012827,Road,10.0,FOB,LCL,Maersk
SHP3403,2012-08-09,UAE,Cochin,Pharma,164.57146627258297,16437.56836154707,7594.677725264369,Sea,21.0,DDP,FCL,DHL
SHP3404,2015-11-02,China,Cochin,Pharma,129.966556601042,161045.29619243246,14908.985899223344,Sea,7.0,EXW,Reefer,CMA CGM
SHP3405,2011-09-04,Australia,Kolkata,Chemicals,65.52762858268974,44616.08095693507,9902.84189935763,Air,29.0,FOB,FCL,MSC
SHP3406,2009-10-24,USA,Kolkata,Electronics,132.9416743432426,66157.5352155019,8718.524367361226,Air,43.0,FOB,LCL,Maersk
SHP3407,2018-06-02,USA,Nhava Sheva,Chemicals,46.04004079822639,104847.08633552704,8258.364158044475,Sea,15.0,DAP,FCL,DHL
SHP3408,2008-06-11,Brazil,Cochin,Electronics,67.05972446948707,,8735.90844944164,Road,34.0,DAP,LCL,Hapag-Lloyd
SHP3409,2022-12-26,China,Kolkata,Chemicals,51.81358235589984,168029.91171543984,19364.175468701487,Sea,33.0,FOB,LCL,CMA CGM
SHP3410,2008-01-03,Japan,Cochin,Textiles,,117578.98553170472,140989.07469101215,Sea,43.0,DDP,LCL,MSC
SHP3411,2010-12-25,Japan,Kolkata,Pharma,26.10419611928198,81801.02680906767,6441.15497378978,Air,39.0,CIF,Reefer,FedEx
SHP3412,2021-04-16,UK,Mumbai,Electronics,186.99552416792605,189407.4794378356,14730.425430070192,Air,4.0,DAP,Open Top,CMA CGM
SHP3413,2023-07-23,Australia,Chennai,Chemicals,,50811.21657619493,6739.294288793737,Sea,9.0,DAP,Reefer,DHL
SHP3414,2017-12-26,Australia,Mumbai,Textiles,47.69917478563126,161012.7260243658,2689.155174136589,Sea,,EXW,FCL,MSC
SHP3415,2011-05-16,Germany,Kolkata,Chemicals,101.8272136523571,123185.82504673432,9612.135077621851,Air,13.0,EXW,Reefer,Hapag-Lloyd
SHP3416,2016-06-15,South Africa,Chennai,Food Products,59.01457459866963,76625.21334327232,15070.2724109406,Sea,25.0,FOB,Reefer,Maersk
SHP3417,2013-12-10,Brazil,Chennai,Textiles,,2270.8609039802864,7677.66623556896,Air,33.0,EXW,Open Top,DHL
SHP3418,2017-04-06,USA,Kolkata,Pharma,72.95928420750667,90426.66166702812,17409.64801253739,Sea,10.0,EXW,FCL,MSC
SHP3419,2013-07-16,Brazil,Kolkata,Machinery,30.75302809996296,56790.55951337525,7861.663540937645,Road,,CIF,LCL,Maersk
SHP3420,2007-04-17,Japan,Cochin,Pharma,56.84957219531609,22660.629438461,7126.812705033289,Road,23.0,DDP,LCL,MSC
SHP3421,2008-04-15,Japan,Kolkata,Machinery,90.49576976749742,16881.3959369408,19965.22949449268,Sea,33.0,FOB,FCL,FedEx
SHP3422,2007-09-24,UAE,Nhava Sheva,Textiles,10.907179163526996,70816.5488076972,9752.946055203296,Air,3.0,CIF,Reefer,DHL
SHP3423,2017-02-06,UK,Kolkata,Food Products,155.2752927678786,123721.9629706484,16143.37995232742,Sea,,FOB,Open Top,MSC
SHP3424,2024-09-06,Australia,Nhava Sheva,Food Products,126.25579009513108,167828.8244422252,16138.763509986466,Sea,13.0,DDP,Open Top,Hapag-Lloyd
SHP3425,2014-09-05,Brazil,Kolkata,Electronics,122.26512341927908,38345.522499570725,18542.11287456375,Air,31.0,FOB,FCL,MSC
SHP3426,2007-03-12,Japan,Cochin,Food Products,111.47973671713936,86079.50631919183,1880.922078116012,Sea,6.0,EXW,FCL,DHL
SHP3427,2016-10-06,South Africa,Nhava Sheva,Automobiles,120.11106860338836,,5570.161473251478,Air,38.0,DDP,Reefer,MSC
SHP3428,2017-09-15,Germany,Mumbai,Textiles,187.257130777908,103652.01382328608,,Sea,17.0,CIF,Open Top,Maersk
SHP3429,2018-06-27,USA,Nhava Sheva,Electronics,6.670996108094434,162298.27962029146,11339.509549491586,Air,5.0,CIF,FCL,Maersk
SHP3430,2016-04-16,UK,Cochin,Food Products,14.320943383261108,111621.7531638485,11280.375858619773,Sea,31.0,DAP,Reefer,FedEx
SHP3431,2009-07-14,South Africa,Nhava Sheva,Textiles,42.34121493650645,,3491.062977030768,Road,,CIF,Reefer,CMA CGM
SHP3432,2022-08-04,UK,Kolkata,Pharma,,104673.2477016576,5766.82967945581,Air,4.0,DAP,FCL,FedEx
SHP3433,2008-10-17,UAE,Kolkata,Food Products,40.33291959649062,121561.77830589176,10522.414897191342,Road,8.0,EXW,Open Top,CMA CGM
SHP3434,2019-01-29,Japan,Cochin,Chemicals,136.0290577404868,88601.88201361198,5688.1910205575,Air,33.0,CIF,LCL,Hapag-Lloyd
SHP3435,2010-01-08,Germany,Chennai,Machinery,94.59924370478224,164972.92489853548,4363.599295434558,Air,26.0,DDP,Reefer,Maersk
SHP3436,2020-03-19,South Africa,Kolkata,Textiles,198.3968812752652,184917.7868602012,1937.5699042459232,Air,,DAP,LCL,CMA CGM
SHP3437,2024-12-23,UK,Mumbai,Electronics,,128550.65814838283,3283.3750360822423,Air,19.0,CIF,Reefer,MSC
SHP3438,2008-06-07,Australia,Cochin,Pharma,65.61186970036145,164514.92493623498,15423.581697341066,Sea,7.0,EXW,Open Top,Hapag-Lloyd
SHP3439,2015-06-20,UAE,Nhava Sheva,Automobiles,196.9269397763216,13682.660131821858,14431.827775577369,Sea,4.0,DDP,LCL,DHL
SHP3440,2018-02-02,Australia,Nhava Sheva,Pharma,167.19283745643816,181410.1267864382,,Air,14.0,DDP,FCL,CMA CGM
SHP3441,2008-05-18,Germany,Mumbai,Food Products,96.61084803231388,39407.16323414667,4225.024889813398,Sea,7.0,EXW,Reefer,FedEx
SHP3442,2015-08-22,South Africa,Kolkata,Machinery,113.146392681468,52791.04461050997,11297.01586530778,Air,44.0,CIF,FCL,CMA CGM
SHP3443,2021-10-13,UAE,Cochin,Pharma,169.4196945273039,12559.353504935756,6588.031315888108,Air,43.0,FOB,FCL,FedEx
SHP3444,2012-06-30,South Africa,Mumbai,Automobiles,98.79114797903397,193149.22316086368,,Road,,CIF,Open Top,FedEx
SHP3445,2018-06-07,Japan,Kolkata,Chemicals,45.17462609850645,170698.14819869853,15742.788291710507,Air,10.0,DAP,FCL,Maersk
SHP3446,2006-09-05,China,Cochin,Electronics,166.54668501810517,182810.5516100346,17853.29504757057,Air,3.0,DAP,Reefer,Hapag-Lloyd
SHP3447,2020-02-09,UAE,Nhava Sheva,Textiles,109.86563579875046,169748.80121648297,11346.038383801297,Sea,8.0,CIF,FCL,FedEx
SHP3448,2013-08-15,Australia,Cochin,Machinery,,96947.0494388152,7171.114300220151,Air,207.0,DAP,FCL,Maersk
SHP3449,2016-08-31,Germany,Chennai,Automobiles,103.58923708095752,184968.22294997115,12200.080984461372,Air,,FOB,Reefer,Maersk
SHP3450,2019-08-17,Japan,Cochin,Food Products,85.57465921638746,193955.6184445833,1964.9062589600644,Road,33.0,FOB,FCL,FedEx
SHP3451,2021-08-29,China,Chennai,Food Products,175.9842937169428,101508.26140430072,389.8031512810587,Sea,30.0,DDP,Open Top,Hapag-Lloyd
SHP3452,2006-11-20,USA,Cochin,Food Products,,36773.70670310996,538.4516983830363,Sea,7.0,DAP,Reefer,MSC
SHP3453,2017-03-05,Japan,Chennai,Machinery,175.66591186736497,132407.25677469268,8269.35017109748,Road,28.0,CIF,Open Top,CMA CGM
SHP3454,2010-08-27,Germany,Nhava Sheva,Pharma,104.88114827800553,195136.78139100695,4715.936363240653,Air,18.0,DDP,FCL,Maersk
SHP3455,2012-01-23,UK,Kolkata,Machinery,83.85106384632378,174685.07825205725,3315.2865748409445,Road,33.0,FOB,LCL,CMA CGM
SHP3456,2020-07-05,UAE,Chennai,Food Products,36.58360095857336,172639.4048768897,12383.455109239776,Sea,30.0,DDP,Open Top,Hapag-Lloyd
SHP3457,2007-11-26,South Africa,Chennai,Chemicals,141.65950271454247,186895.96732784185,19902.881843740983,Road,,EXW,Open Top,MSC
SHP3458,2024-11-14,Germany,Nhava Sheva,Automobiles,185.7273082764579,179002.5475894043,3719.51343158762,Sea,40.0,DAP,FCL,DHL
SHP3459,2018-01-30,UAE,Chennai,Textiles,78.19858401036737,155703.769475622,11019.144199435988,Road,11.0,CIF,LCL,MSC
SHP3460,2014-02-27,South Africa,Mumbai,Textiles,52.10907513081252,144218.02076804178,2570.604777197897,Air,41.0,FOB,Reefer,Hapag-Lloyd
SHP3461,2020-07-21,Brazil,Nhava Sheva,Machinery,113.19904881483562,54423.90040146136,18697.881533228352,Air,37.0,DDP,LCL,MSC
SHP3462,2017-07-06,Australia,Mumbai,Food Products,160.2562599446047,125025.32424283295,5976.752337697583,Sea,29.0,CIF,Reefer,DHL
SHP3463,2015-12-07,USA,Nhava Sheva,Electronics,5.734700437353945,105254.74709776611,17591.128436858893,Road,14.0,DAP,FCL,Maersk
SHP3464,2007-05-02,Japan,Chennai,Chemicals,,172664.93013303625,5804.913497157461,Sea,27.0,CIF,LCL,MSC
SHP3465,2017-06-17,Germany,Mumbai,Machinery,121.32062013623302,99359.08955103428,,Air,31.0,DAP,FCL,FedEx
SHP3466,2011-08-03,USA,Chennai,Food Products,67.0396762318112,27293.067181452443,4345.750402226299,Sea,33.0,DAP,Open Top,FedEx
SHP3467,2016-07-28,UK,Nhava Sheva,Pharma,93.02748570296922,2984.5520938251366,5997.230717038199,Air,36.0,DAP,LCL,Hapag-Lloyd
SHP3468,2017-08-13,UAE,Chennai,Textiles,53.15782871155509,136218.8778527957,,Sea,35.0,DDP,Reefer,MSC
SHP3469,2021-05-01,UAE,Mumbai,Textiles,159.02771890060936,110881.86065117798,5432.345581423182,Road,29.0,DAP,Open Top,DHL
SHP3470,2023-05-04,Germany,Mumbai,Chemicals,128.734312006391,67530.65506297277,16730.341955599644,Air,,CIF,Reefer,Hapag-Lloyd
SHP3471,2011-06-09,China,Chennai,Textiles,108.87876629760213,35456.48570750229,12852.84345142461,Sea,16.0,EXW,Open Top,MSC
SHP3472,2006-01-03,China,Cochin,Electronics,,94409.63383597262,8236.417442977036,Air,15.0,CIF,Reefer,Hapag-Lloyd
SHP3473,2021-05-04,Brazil,Nhava Sheva,Food Products,61.81995527404277,21856.72155082332,19436.116336226693,Road,26.0,DDP,Reefer,FedEx
SHP3474,2006-02-06,Australia,Nhava Sheva,Food Products,,68549.48086578633,9404.25823716556,Air,7.0,DAP,FCL,DHL
SHP3475,2015-09-23,South Africa,Chennai,Chemicals,93.02449573454597,77083.9574346556,19401.247430925258,Road,36.0,EXW,Open Top,Maersk
SHP3476,2014-05-22,UK,Cochin,Food Products,102.78224686912618,94192.50157791653,4092.421073635032,Air,25.0,DDP,FCL,DHL
SHP3477,2019-05-17,USA,Mumbai,Chemicals,,94390.90876509168,18111.840856876,Road,21.0,FOB,FCL,Maersk
SHP3478,2017-08-13,China,Kolkata,Food Products,92.4315524091574,52887.117407906895,473.6796411303947,Air,32.0,FOB,FCL,CMA CGM
SHP3479,2018-01-23,Brazil,Kolkata,Electronics,54.93724311649263,170341.77435719356,,Road,18.0,FOB,FCL,FedEx
SHP3480,2009-11-07,Brazil,Chennai,Automobiles,28.46638584739514,72397.61423883562,8576.437406981893,Sea,42.0,EXW,Reefer,FedEx
SHP3481,2013-02-06,Germany,Cochin,Machinery,24.214767097709437,47458.28716071823,10596.73934034519,Sea,36.0,CIF,FCL,FedEx
SHP3482,2019-07-24,UK,Cochin,Machinery,152.7051920514343,36810.35691529686,11158.20767256444,Air,13.0,EXW,FCL,DHL
SHP3483,2014-07-16,South Africa,Nhava Sheva,Food Products,48.58792534879471,65870.52211166045,7902.820810540677,Road,16.0,EXW,FCL,Maersk
SHP3484,2008-04-23,Australia,Mumbai,Pharma,,,19964.317368344684,Sea,17.0,EXW,Reefer,CMA CGM
SHP3485,2014-04-11,Japan,Cochin,Textiles,,8515.68955023239,19534.84236795239,Air,37.0,FOB,Open Top,CMA CGM
SHP3486,2010-03-04,Germany,Kolkata,Electronics,35.04202230782636,121818.1549669678,,Sea,9.0,CIF,Reefer,CMA CGM
SHP3487,2008-06-19,South Africa,Mumbai,Pharma,126.90348788800404,124591.13293773965,19585.88393805644,Road,31.0,EXW,Reefer,Hapag-Lloyd
SHP3488,2009-05-19,Japan,Mumbai,Pharma,71.03543793233332,106858.46412238137,15901.645495634091,Air,24.0,CIF,Reefer,DHL
SHP3489,2022-03-11,Japan,Chennai,Food Products,29.663650054805345,152932.4686558814,19774.09148472137,Road,25.0,DAP,Open Top,DHL
SHP3490,2021-08-25,UK,Cochin,Electronics,85.82379095460018,9751.80776686144,17868.73246044781,Road,26.0,EXW,FCL,FedEx
SHP3491,2014-04-07,UK,Chennai,Machinery,,187322.6754254746,8435.466213241938,Road,37.0,EXW,FCL,DHL
SHP3492,2024-07-19,USA,Cochin,Textiles,169.00377158994925,20822.894404897983,15738.586745991472,Sea,12.0,EXW,Open Top,DHL
SHP3493,2015-07-09,Brazil,Nhava Sheva,Machinery,105.13210246166216,135456.55288993154,18258.94333348739,Air,10.0,DAP,Open Top,Hapag-Lloyd
SHP3494,2008-11-07,South Africa,Chennai,Pharma,32.13620212705256,28412.52461028024,14309.60025702443,Road,,DAP,LCL,DHL
SHP3495,2024-04-22,Germany,Chennai,Textiles,51.21116208585202,176221.2757949429,8571.090343198957,Sea,,FOB,FCL,Maersk
SHP3496,2018-05-20,UAE,Kolkata,Automobiles,92.3551624670127,103121.2308151162,1502.64679192522,Road,31.0,DDP,Reefer,CMA CGM
SHP3497,2024-10-02,Germany,Chennai,Pharma,,18294.121121559256,16231.999353799636,Sea,25.0,CIF,Reefer,Hapag-Lloyd
SHP3498,2021-10-31,USA,Cochin,Machinery,57.37683649271175,124111.37431461456,,Air,28.0,DDP,FCL,Hapag-Lloyd
SHP3499,2015-03-11,Australia,Kolkata,Machinery,109.20518502587632,3803.768888675928,138999.15541471553,Air,39.0,EXW,Open Top,FedEx
SHP3500,2021-06-16,Brazil,Chennai,Food Products,167.35875754248517,,3207.7398095810045,Air,,EXW,LCL,DHL
SHP3501,2012-06-26,UAE,Chennai,Machinery,83.35873870953455,130815.82735593244,6664.776021517004,Air,40.0,FOB,Reefer,CMA CGM
SHP3502,2021-06-08,China,Nhava Sheva,Electronics,144.81017834294192,44099.70037397444,11735.922691929276,Road,8.0,DDP,LCL,Maersk
SHP3503,2006-03-08,Australia,Chennai,Pharma,,76200.68140286655,6475.194264988276,Sea,,EXW,Reefer,CMA CGM
SHP3504,2009-12-10,UK,Mumbai,Chemicals,47.17868335775159,,12290.250857887808,Air,19.0,DDP,Reefer,MSC
SHP3505,2006-12-27,Japan,Kolkata,Chemicals,162.4024342284212,139349.3953642986,19343.674198443685,Road,14.0,FOB,FCL,CMA CGM
SHP3506,2017-03-01,China,Mumbai,Textiles,152.69342867455035,,13480.542967492114,Air,24.0,DDP,Reefer,Maersk
SHP3507,2022-06-17,Germany,Kolkata,Machinery,74.60277309988632,115174.6052287504,7380.655452455309,Air,16.0,CIF,LCL,Maersk
SHP3508,2023-06-09,Germany,Nhava Sheva,Food Products,197.9563921026691,191432.07032706364,18727.90883513639,Air,36.0,FOB,LCL,Maersk
SHP3509,2015-10-05,UK,Chennai,Food Products,56.20161243001162,1261208.0097271632,11399.57832028265,Sea,21.0,DDP,FCL,Hapag-Lloyd
SHP3510,2023-12-21,USA,Chennai,Machinery,54.68663687618064,,2741.77349094482,Sea,8.0,EXW,Reefer,Hapag-Lloyd
SHP3511,2014-05-05,South Africa,Chennai,Electronics,155.59053710737356,127280.22042949816,10079.82390283648,Sea,,DAP,LCL,MSC
SHP3512,2016-05-30,China,Kolkata,Food Products,89.75817701996142,49933.55592452998,13142.001609218987,Air,38.0,DAP,Open Top,CMA CGM
SHP3513,2014-08-20,China,Chennai,Chemicals,69.50502398230343,88482.02083820903,,Road,,FOB,FCL,DHL
SHP3514,2024-10-20,Australia,Mumbai,Textiles,39.83924704112508,148609.71823195077,18742.240376811416,Road,,DAP,Open Top,FedEx
SHP3515,2016-03-19,Brazil,Chennai,Pharma,,90402.6257212501,6484.839447584427,Road,17.0,CIF,LCL,MSC
SHP3516,2017-11-10,Australia,Nhava Sheva,Automobiles,158.332752196535,,3279.1448087649283,Air,40.0,FOB,Open Top,DHL
SHP3517,2008-04-07,South Africa,Mumbai,Electronics,115.4799806298774,35383.524953743385,1661.8071154388715,Sea,42.0,EXW,FCL,DHL
SHP3518,2020-01-31,Germany,Chennai,Food Products,191.6761545723177,158676.95366522123,14819.421133624,Road,11.0,EXW,Open Top,MSC
SHP3519,2021-04-12,Germany,Chennai,Pharma,67.04183773241758,130377.86899217615,15944.133403765552,Air,8.0,FOB,LCL,CMA CGM
SHP3520,2016-03-15,Germany,Cochin,Automobiles,47.82571386847075,114825.44451176249,,Air,4.0,DAP,Open Top,FedEx
SHP3521,2021-10-02,Germany,Kolkata,Machinery,137.10601994222006,35189.15020956946,8039.3230620378545,Road,18.0,DAP,Open Top,DHL
SHP3522,2024-06-04,South Africa,Mumbai,Machinery,152.8896849559424,167875.9741793672,,Road,3.0,EXW,Open Top,Hapag-Lloyd
SHP3523,2013-09-06,UK,Cochin,Textiles,48.85666425760537,192226.54169807752,18350.29023659048,Air,32.0,CIF,Reefer,Hapag-Lloyd
SHP3524,2018-06-01,Brazil,Nhava Sheva,Automobiles,19.93909903091708,10095.64530315257,4818.664857957456,Road,35.0,DAP,LCL,MSC
SHP3525,2016-08-12,South Africa,Kolkata,Machinery,,17450.310389463353,15659.991425446184,Air,3.0,CIF,Open Top,FedEx
SHP3526,2016-09-07,Brazil,Mumbai,Machinery,195.41788486097244,177175.4516562838,12529.467845412211,Road,41.0,DAP,LCL,FedEx
SHP3527,2007-05-16,South Africa,Chennai,Chemicals,130.71109578409545,163479.3462983614,3253.61023456887,Sea,18.0,FOB,Open Top,DHL
SHP3528,2009-04-03,Germany,Mumbai,Food Products,59.18404552805936,124351.02219123614,7264.066732313895,Air,19.0,DDP,FCL,MSC
SHP3529,2008-02-24,UK,Chennai,Textiles,199.35115866779444,189103.1113792553,3713.964237888153,Sea,40.0,EXW,FCL,FedEx
SHP3530,2015-08-20,China,Kolkata,Pharma,179.1869940720801,129993.25444241664,6044.089568672404,Road,,FOB,FCL,FedEx
SHP3531,2017-10-22,Australia,Chennai,Machinery,105.1092260246573,44765.08459444166,195896.67738657224,Air,24.0,DAP,Open Top,Hapag-Lloyd
SHP3532,2006-10-10,Japan,Nhava Sheva,Chemicals,165.93765054415758,,7630.2563266601055,Road,24.0,EXW,LCL,MSC
SHP3533,2008-11-19,UK,Chennai,Electronics,164.08500203627852,129850.64825963616,8002.378492749972,Air,37.0,DDP,FCL,DHL
SHP3534,2023-08-20,China,Nhava Sheva,Electronics,187.2857990863324,197177.4509979858,10885.01639382036,Road,33.0,DDP,Reefer,DHL
SHP3535,2019-11-29,USA,Kolkata,Pharma,,44351.35580220877,1927.0379490661103,Sea,42.0,DAP,FCL,Hapag-Lloyd
SHP3536,2013-11-29,South Africa,Kolkata,Automobiles,130.51745101164707,120381.2173997946,14828.186339018412,Sea,29.0,EXW,FCL,Maersk
SHP3537,2010-05-16,USA,Mumbai,Textiles,123.81422519651892,156473.16940057426,8153.848761584133,Road,38.0,DAP,Reefer,Maersk
SHP3538,2011-12-27,China,Nhava Sheva,Chemicals,96.13467122466427,69118.65168895782,9711.86234640594,Sea,6.0,DDP,FCL,FedEx
SHP3539,2015-12-03,UK,Nhava Sheva,Food Products,127.16469979429768,,19491.134631321707,Sea,7.0,FOB,Open Top,CMA CGM
SHP3540,2007-02-10,South Africa,Cochin,Chemicals,160.06723437342464,177804.5639890075,7018.46438870143,Road,,FOB,Open Top,Hapag-Lloyd
SHP3541,2015-06-30,Japan,Cochin,Electronics,193.9623371289979,,13034.734932283724,Air,33.0,CIF,FCL,CMA CGM
SHP3542,2018-10-17,Germany,Cochin,Electronics,96.12103484551342,,7971.5854824570515,Road,16.0,DDP,LCL,FedEx
SHP3543,2020-05-07,South Africa,Chennai,Pharma,116.86237458280765,,17906.797829936826,Air,32.0,DDP,LCL,Hapag-Lloyd
SHP3544,2017-12-13,South Africa,Cochin,Automobiles,91.73707153646244,43545.66345193115,16965.77408650178,Sea,14.0,DAP,FCL,DHL
SHP3545,2007-11-26,UK,Nhava Sheva,Automobiles,,196411.704677816,4984.16058089521,Sea,,CIF,Reefer,Hapag-Lloyd
SHP3546,2020-05-18,UK,Chennai,Pharma,127.8344982919456,140986.7997261245,13896.565109695832,Sea,26.0,CIF,Open Top,MSC
SHP3547,2021-12-28,China,Kolkata,Chemicals,8.477589087756543,100232.09544000607,1490.4055187646989,Sea,32.0,EXW,Open Top,CMA CGM
SHP3548,2019-05-18,UAE,Mumbai,Electronics,110.5265040246284,87322.27174149753,,Sea,20.0,DAP,Open Top,Hapag-Lloyd
SHP3549,2022-06-05,South Africa,Cochin,Chemicals,22.254944661307736,,,Air,16.0,FOB,FCL,CMA CGM
SHP3550,2006-10-01,Australia,Kolkata,Chemicals,10.144805511079976,42733.51585087394,16670.486897178387,Air,21.0,EXW,Open Top,FedEx
SHP3551,2019-07-18,South Africa,Nhava Sheva,Textiles,159.28344660651615,63713.28485550034,6504.9410483307365,Air,,CIF,FCL,Hapag-Lloyd
SHP3552,2018-03-22,China,Mumbai,Electronics,55.4367231210636,62942.9655984891,,Road,28.0,FOB,FCL,Maersk
SHP3553,2010-03-27,Brazil,Kolkata,Automobiles,71.42774007102335,59223.254277423766,19675.097681289768,Sea,,DDP,LCL,CMA CGM
SHP3554,2016-02-15,USA,Mumbai,Food Products,17.496494582792913,1295819.0590902746,17559.64729000628,Sea,30.0,DAP,Reefer,DHL
SHP3555,2009-09-05,Germany,Cochin,Chemicals,40.00255079639837,197857.48818703095,3375.2450161171664,Sea,40.0,CIF,Reefer,DHL
SHP3556,2017-10-15,UAE,Nhava Sheva,Electronics,154.2929395602695,177979.77980981104,11040.27097635953,Road,7.0,DDP,Reefer,Hapag-Lloyd
SHP3557,2006-04-24,Japan,Mumbai,Chemicals,,66934.01452765425,7100.929285870865,Road,,CIF,Open Top,DHL
SHP3558,2019-05-07,Japan,Kolkata,Textiles,176.73035019727894,85728.28291456726,8799.909262636178,Road,20.0,FOB,LCL,DHL
SHP3559,2013-03-22,Japan,Cochin,Machinery,,,6836.625958531618,Sea,16.0,EXW,LCL,CMA CGM
SHP3560,2015-05-17,UK,Cochin,Electronics,57.3966434720823,5396.032777929592,6851.99311427116,Air,25.0,FOB,FCL,Hapag-Lloyd
SHP3561,2011-05-17,Japan,Kolkata,Pharma,72.78196381943694,164390.42441975826,10942.554226776903,Road,16.0,DAP,LCL,CMA CGM
SHP3562,2014-05-24,Germany,Kolkata,Machinery,143.99049973579636,,,Road,34.0,DAP,FCL,Hapag-Lloyd
SHP3563,2021-01-04,USA,Mumbai,Chemicals,113.2261061052248,171725.66619625775,10840.42941962062,Air,7.0,CIF,LCL,DHL
SHP3564,2015-12-01,Japan,Chennai,Pharma,181.31728547272343,76260.76860333615,5723.515656526358,Road,24.0,FOB,FCL,Hapag-Lloyd
SHP3565,2023-10-19,South Africa,Cochin,Pharma,122.42291003083224,93475.9024581132,5921.861503987632,Air,30.0,EXW,Open Top,FedEx
